Date,Open,High,Low,Close,Volume
2025-06-10,2883.23,2900.56,2874.56,2889.00,0
2025-06-11,2882.23,2899.56,2873.57,2888.01,0
2025-06-12,2888.49,2905.85,2879.81,2894.28,0
2025-06-13,2894.37,2911.78,2885.67,2900.17,0
2025-06-16,2899.87,2917.31,2891.16,2905.68,0
2025-06-17,2904.97,2922.43,2896.24,2910.79,0
2025-06-18,2909.66,2927.15,2900.91,2915.49,0
2025-06-19,2913.93,2931.45,2905.17,2919.77,0
2025-06-20,2917.80,2935.34,2909.02,2923.64,0
2025-06-23,2921.25,2938.82,2912.47,2927.11,0
2025-06-24,2924.32,2941.90,2915.53,2930.18,0
2025-06-25,2927.01,2944.60,2918.21,2932.87,0
2025-06-26,2921.61,2939.18,2912.83,2927.47,0
2025-06-27,2923.60,2941.18,2914.81,2929.46,0
2025-06-30,2925.29,2942.88,2916.50,2931.15,0
2025-07-01,2926.71,2944.30,2917.91,2932.57,0
2025-07-02,2927.88,2945.49,2919.08,2933.75,0
2025-07-03,2928.86,2946.47,2920.05,2934.73,0
2025-07-04,2929.67,2947.28,2920.86,2935.54,0
2025-07-07,2930.35,2947.97,2921.54,2936.22,0
2025-07-08,2930.95,2948.57,2922.14,2936.83,0
2025-07-09,2931.51,2949.13,2922.70,2937.38,0
2025-07-10,2932.06,2949.69,2923.25,2937.94,0
2025-07-11,2924.91,2942.49,2916.12,2930.77,0
2025-07-14,2925.57,2943.16,2916.77,2931.43,0
2025-07-15,2926.34,2943.93,2917.54,2932.20,0
2025-07-16,2927.25,2944.85,2918.45,2933.11,0
2025-07-17,2928.33,2945.94,2919.53,2934.20,0
2025-07-18,2929.62,2947.23,2920.81,2935.49,0
2025-07-21,2931.13,2948.75,2922.32,2937.01,0
2025-07-22,2932.89,2950.52,2924.07,2938.77,0
2025-07-23,2934.91,2952.56,2926.09,2940.79,0
2025-07-24,2937.21,2954.87,2928.38,2943.09,0
2025-07-25,2939.79,2957.46,2930.95,2945.68,0
2025-07-28,2934.90,2952.54,2926.07,2940.78,0
2025-07-29,2938.04,2955.70,2929.21,2943.93,0
2025-07-30,2941.46,2959.15,2932.62,2947.36,0
2025-07-31,2945.16,2962.86,2936.30,2951.06,0
2025-08-01,2949.11,2966.84,2940.24,2955.02,0
2025-08-04,2953.29,2971.04,2944.41,2959.21,0
2025-08-05,2957.69,2975.47,2948.80,2963.61,0
2025-08-06,2962.27,2980.08,2953.37,2968.21,0
2025-08-07,2967.02,2984.85,2958.10,2972.96,0
2025-08-08,2971.88,2989.75,2962.95,2977.84,0
2025-08-11,2976.84,2994.73,2967.89,2982.80,0
2025-08-12,2973.98,2991.86,2965.04,2979.94,0
2025-08-13,2978.99,2996.90,2970.03,2984.96,0
2025-08-14,2983.96,3001.90,2974.99,2989.94,0
2025-08-15,2988.86,3006.83,2979.88,2994.85,0
2025-08-18,2993.65,3011.65,2984.65,2999.65,0
2025-08-19,2998.28,3016.31,2989.27,3004.29,0
2025-08-20,3002.72,3020.77,2993.69,3008.74,0
2025-08-21,3006.92,3025.00,2997.88,3012.94,0
2025-08-22,3010.84,3028.95,3001.79,3016.88,0
2025-08-25,3014.46,3032.59,3005.40,3020.50,0
2025-08-26,3017.74,3035.88,3008.67,3023.79,0
2025-08-27,3012.68,3030.79,3003.63,3018.72,0
2025-08-28,3015.19,3033.32,3006.13,3021.23,0
2025-08-29,3017.29,3035.43,3008.22,3023.33,0
2025-09-01,3018.95,3037.10,3009.88,3025.00,0
2025-09-02,3020.18,3038.34,3011.10,3026.23,0
2025-09-03,3020.96,3039.13,3011.88,3027.02,0
2025-09-04,3021.30,3039.46,3012.22,3027.35,0
2025-09-05,3021.20,3039.36,3012.11,3027.25,0
2025-09-08,3020.66,3038.82,3011.58,3026.71,0
2025-09-09,3019.71,3037.86,3010.63,3025.76,0
2025-09-10,3018.36,3036.51,3009.29,3024.41,0
2025-09-11,3008.67,3026.76,2999.63,3014.70,0
2025-09-12,3006.61,3024.69,2997.58,3012.64,0
2025-09-15,3004.25,3022.31,2995.22,3010.27,0
2025-09-16,3001.61,3019.66,2992.59,3007.63,0
2025-09-17,2998.74,3016.77,2989.73,3004.75,0
2025-09-18,2995.69,3013.70,2986.68,3001.69,0
2025-09-19,2992.49,3010.48,2983.49,2998.49,0
2025-09-22,2989.19,3007.16,2980.21,2995.18,0
2025-09-23,2985.85,3003.80,2976.87,2991.83,0
2025-09-24,2982.51,3000.44,2973.54,2988.48,0
2025-09-25,2979.21,2997.13,2970.26,2985.19,0
2025-09-26,2968.15,2986.00,2959.23,2974.10,0
2025-09-29,2965.11,2982.94,2956.20,2971.05,0
2025-09-30,2962.26,2980.07,2953.36,2968.20,0
2025-10-01,2959.64,2977.44,2950.75,2965.57,0
2025-10-02,2957.30,2975.08,2948.41,2963.23,0
2025-10-03,2955.27,2973.04,2946.38,2961.19,0
2025-10-06,2953.59,2971.34,2944.71,2959.50,0
2025-10-07,2952.28,2970.03,2943.41,2958.20,0
2025-10-08,2951.38,2969.12,2942.51,2957.30,0
2025-10-09,2950.91,2968.65,2942.04,2956.82,0
2025-10-10,2950.89,2968.63,2942.02,2956.80,0
2025-10-13,2943.53,2961.23,2934.69,2949.43,0
2025-10-14,2944.44,2962.14,2935.59,2950.34,0
2025-10-15,2945.82,2963.53,2936.96,2951.72,0
2025-10-16,2947.67,2965.39,2938.81,2953.58,0
2025-10-17,2949.99,2967.72,2941.12,2955.90,0
2025-10-20,2952.77,2970.52,2943.89,2958.68,0
2025-10-21,2955.99,2973.76,2947.10,2961.91,0
2025-10-22,2959.64,2977.43,2950.74,2965.57,0
2025-10-23,2963.69,2981.50,2954.78,2969.63,0
2025-10-24,2968.11,2985.96,2959.19,2974.06,0
2025-10-27,2972.89,2990.76,2963.95,2978.84,0
2025-10-28,2970.13,2987.98,2961.20,2976.08,0
2025-10-29,2975.47,2993.36,2966.53,2981.44,0
2025-10-30,2981.06,2998.98,2972.10,2987.04,0
2025-10-31,2986.85,3004.80,2977.87,2992.83,0
2025-11-03,2992.79,3010.78,2983.79,2998.79,0
2025-11-04,2998.84,3016.87,2989.83,3004.85,0
2025-11-05,3004.97,3023.03,2995.93,3010.99,0
2025-11-06,3011.12,3029.22,3002.06,3017.15,0
2025-11-07,3017.25,3035.39,3008.18,3023.30,0
2025-11-10,3023.33,3041.50,3014.24,3029.39,0
2025-11-11,3029.31,3047.52,3020.20,3035.38,0
2025-11-12,3027.16,3045.36,3018.06,3033.22,0
2025-11-13,3032.82,3051.05,3023.70,3038.90,0
2025-11-14,3038.28,3056.55,3029.15,3044.37,0
2025-11-17,3043.51,3061.81,3034.36,3049.61,0
2025-11-18,3048.49,3066.82,3039.33,3054.60,0
2025-11-19,3053.20,3071.56,3044.02,3059.32,0
2025-11-20,3057.62,3076.01,3048.43,3063.75,0
2025-11-21,3061.75,3080.15,3052.54,3067.88,0
2025-11-24,3065.56,3083.99,3056.35,3071.71,0
2025-11-25,3069.08,3087.53,3059.85,3075.23,0
2025-11-26,3072.29,3090.76,3063.05,3078.45,0
2025-11-27,3067.10,3085.54,3057.88,3073.24,0
2025-11-28,3069.73,3088.19,3060.50,3075.88,0
2025-12-01,3072.10,3090.57,3062.87,3078.26,0
2025-12-02,3074.24,3092.72,3065.00,3080.40,0
2025-12-03,3076.16,3094.66,3066.92,3082.33,0
2025-12-04,3077.91,3096.41,3068.66,3084.08,0
2025-12-05,3079.50,3098.02,3070.24,3085.67,0
2025-12-08,3080.98,3099.51,3071.72,3087.16,0
2025-12-09,3082.39,3100.92,3073.12,3088.57,0
2025-12-10,3083.76,3102.30,3074.49,3089.94,0
2025-12-11,3085.13,3103.68,3075.86,3091.32,0
2025-12-12,3078.41,3096.92,3069.16,3084.58,0
2025-12-15,3079.91,3098.43,3070.66,3086.09,0
2025-12-16,3081.55,3100.07,3072.28,3087.72,0
2025-12-17,3083.35,3101.88,3074.08,3089.53,0
2025-12-18,3085.35,3103.90,3076.08,3091.53,0
2025-12-19,3087.60,3106.16,3078.32,3093.79,0
2025-12-22,3090.12,3108.70,3080.83,3096.31,0
2025-12-23,3092.95,3111.54,3083.65,3099.14,0
2025-12-24,3096.11,3114.72,3086.80,3102.31,0
2025-12-25,3099.62,3118.26,3090.30,3105.83,0
2025-12-26,3103.51,3122.17,3094.18,3109.73,0
2025-12-29,3099.60,3118.23,3090.28,3105.81,0
2025-12-30,3104.27,3122.93,3094.94,3110.49,0
2025-12-31,3109.34,3128.03,3099.99,3115.57,0
2026-01-01,3114.82,3133.55,3105.46,3121.06,0
2026-01-02,3120.70,3139.47,3111.32,3126.96,0
2026-01-05,3126.98,3145.78,3117.58,3133.25,0
2026-01-06,3133.63,3152.47,3124.21,3139.91,0
2026-01-07,3140.65,3159.53,3131.21,3146.94,0
2026-01-08,3148.00,3166.92,3138.53,3154.31,0
2026-01-09,3155.66,3174.63,3146.17,3161.98,0
2026-01-12,3163.59,3182.61,3154.08,3169.93,0
2026-01-13,3163.41,3182.43,3153.90,3169.75,0
2026-01-14,3171.76,3190.83,3162.23,3178.12,0
2026-01-15,3180.27,3199.39,3170.71,3186.65,0
2026-01-16,3188.89,3208.06,3179.31,3195.28,0
2026-01-19,3197.57,3216.80,3187.96,3203.98,0
2026-01-20,3206.27,3225.54,3196.63,3212.69,0
2026-01-21,3214.92,3234.25,3205.26,3221.36,0
2026-01-22,3223.49,3242.87,3213.80,3229.95,0
2026-01-23,3231.91,3251.34,3222.20,3238.39,0
2026-01-26,3240.14,3259.62,3230.40,3246.63,0
2026-01-27,3248.13,3267.66,3238.36,3254.64,0
2026-01-28,3247.25,3266.77,3237.49,3253.76,0
2026-01-29,3254.59,3274.16,3244.81,3261.11,0
2026-01-30,3261.55,3281.16,3251.75,3268.09,0
2026-02-02,3268.10,3287.75,3258.28,3274.65,0
2026-02-03,3274.19,3293.88,3264.35,3280.76,0
2026-02-04,3279.81,3299.53,3269.95,3286.38,0
2026-02-05,3284.91,3304.66,3275.04,3291.49,0
2026-02-06,3289.49,3309.27,3279.60,3296.08,0
2026-02-09,3293.52,3313.33,3283.62,3300.12,0
2026-02-10,3297.01,3316.83,3287.10,3303.62,0
2026-02-11,3299.94,3319.78,3290.02,3306.55,0
2026-02-12,3293.61,3313.41,3283.71,3300.21,0
2026-02-13,3295.44,3315.25,3285.53,3302.04,0
2026-02-16,3296.75,3316.57,3286.84,3303.35,0
2026-02-17,3297.55,3317.37,3287.63,3304.15,0
2026-02-18,3297.87,3317.69,3287.95,3304.48,0
2026-02-19,3297.74,3317.56,3287.82,3304.35,0
2026-02-20,3297.19,3317.01,3287.28,3303.80,0
2026-02-23,3296.27,3316.09,3286.36,3302.88,0
2026-02-24,3295.01,3314.82,3285.11,3301.62,0
2026-02-25,3293.47,3313.27,3283.57,3300.07,0
2026-02-26,3291.68,3311.47,3281.79,3298.28,0
2026-02-27,3281.02,3300.74,3271.15,3287.59,0
2026-03-02,3278.90,3298.61,3269.05,3285.47,0
2026-03-03,3276.70,3296.40,3266.85,3283.26,0
2026-03-04,3274.45,3294.14,3264.61,3281.02,0
2026-03-05,3272.22,3291.90,3262.39,3278.78,0
2026-03-06,3270.05,3289.71,3260.22,3276.60,0
2026-03-09,3267.98,3287.63,3258.16,3274.53,0
2026-03-10,3266.07,3285.70,3256.25,3272.61,0
2026-03-11,3264.35,3283.97,3254.53,3270.89,0
2026-03-12,3262.85,3282.47,3253.05,3269.39,0
2026-03-13,3261.63,3281.24,3251.82,3268.16,0
2026-03-16,3252.08,3271.63,3242.31,3258.60,0
2026-03-17,3251.47,3271.02,3241.70,3257.99,0
2026-03-18,3251.20,3270.75,3241.43,3257.72,0
2026-03-19,3251.29,3270.84,3241.52,3257.81,0
2026-03-20,3251.75,3271.30,3241.97,3258.27,0
2026-03-23,3252.58,3272.13,3242.80,3259.10,0
2026-03-24,3253.79,3273.35,3244.01,3260.31,0
2026-03-25,3255.36,3274.94,3245.58,3261.89,0
2026-03-26,3257.30,3276.89,3247.51,3263.83,0
2026-03-27,3259.59,3279.19,3249.80,3266.13,0
2026-03-30,3262.21,3281.83,3252.41,3268.75,0
2026-03-31,3256.53,3276.11,3246.74,3263.05,0
2026-04-01,3259.72,3279.32,3249.93,3266.26,0
2026-04-02,3263.17,3282.79,3253.36,3269.71,0
2026-04-03,3266.83,3286.47,3257.01,3273.38,0
2026-04-06,3270.67,3290.34,3260.84,3277.23,0
2026-04-07,3274.65,3294.34,3264.81,3281.22,0
2026-04-08,3278.73,3298.44,3268.87,3285.30,0
2026-04-09,3282.86,3302.60,3273.00,3289.44,0
2026-04-10,3287.01,3306.77,3277.13,3293.60,0
2026-04-13,3291.13,3310.91,3281.23,3297.72,0
2026-04-14,3295.17,3314.98,3285.26,3301.77,0
2026-04-15,3290.39,3310.18,3280.50,3296.99,0
2026-04-16,3294.15,3313.96,3284.25,3300.76,0
2026-04-17,3297.72,3317.55,3287.81,3304.33,0
2026-04-20,3301.06,3320.90,3291.13,3307.67,0
2026-04-21,3304.13,3324.00,3294.20,3310.76,0
2026-04-22,3306.92,3326.80,3296.98,3313.55,0
2026-04-23,3309.39,3329.29,3299.44,3316.02,0
2026-04-24,3311.53,3331.44,3301.57,3318.17,0
2026-04-27,3313.32,3333.24,3303.36,3319.96,0
2026-04-28,3314.75,3334.67,3304.78,3321.39,0
2026-04-29,3315.81,3335.74,3305.84,3322.46,0
2026-04-30,3307.76,3327.64,3297.81,3314.39,0
2026-05-01,3308.10,3327.99,3298.16,3314.73,0
2026-05-04,3308.10,3327.99,3298.15,3314.73,0
2026-05-05,3307.77,3327.65,3297.82,3314.39,0
2026-05-06,3307.13,3327.01,3297.19,3313.76,0
2026-05-07,3306.21,3326.09,3296.27,3312.84,0
2026-05-08,3305.04,3324.91,3295.11,3311.67,0
2026-05-11,3303.66,3323.52,3293.73,3310.28,0
2026-05-12,3302.11,3321.96,3292.18,3308.72,0
2026-05-13,3300.42,3320.26,3290.50,3307.03,0
2026-05-14,3298.64,3318.47,3288.72,3305.25,0
2026-05-15,3288.11,3307.88,3278.23,3294.70,0
2026-05-18,3286.31,3306.07,3276.43,3292.89,0
2026-05-19,3284.56,3304.31,3274.69,3291.14,0
2026-05-20,3282.92,3302.66,3273.05,3289.50,0
2026-05-21,3281.43,3301.16,3271.57,3288.01,0
2026-05-22,3280.15,3299.88,3270.29,3286.73,0
2026-05-25,3279.13,3298.84,3269.27,3285.70,0
2026-05-26,3278.40,3298.11,3268.55,3284.97,0
2026-05-27,3278.01,3297.72,3268.16,3284.58,0
2026-05-28,3278.01,3297.72,3268.16,3284.58,0
2026-05-29,3278.42,3298.13,3268.57,3284.99,0
2026-06-01,3270.64,3290.30,3260.80,3277.19,0
2026-06-02,3271.98,3291.65,3262.15,3278.54,0
2026-06-03,3273.83,3293.51,3263.99,3280.39,0
2026-06-04,3276.20,3295.90,3266.36,3282.77,0
2026-06-05,3279.12,3298.83,3269.26,3285.69,0
2026-06-08,3282.58,3302.31,3272.71,3289.16,0
2026-06-09,3286.59,3306.35,3276.71,3293.18,0
2026-06-10,3291.16,3310.95,3281.27,3297.76,0
2026-06-11,3296.28,3316.09,3286.37,3302.88,0
2026-06-12,3301.93,3321.78,3292.00,3308.54,0
2026-06-15,3308.10,3327.98,3298.15,3314.73,0
2026-06-16,3306.03,3325.90,3296.09,3312.65,0
2026-06-17,3313.14,3333.06,3303.19,3319.78,0
2026-06-18,3320.70,3340.66,3310.72,3327.35,0
2026-06-19,3328.66,3348.67,3318.65,3335.33,0
2026-06-22,3336.97,3357.04,3326.94,3343.66,0
2026-06-23,3345.61,3365.73,3335.56,3352.32,0
2026-06-24,3354.53,3374.69,3344.44,3361.25,0
2026-06-25,3363.66,3383.88,3353.55,3370.40,0
2026-06-26,3372.97,3393.25,3362.83,3379.73,0
2026-06-29,3382.40,3402.74,3372.24,3389.18,0
2026-06-30,3391.90,3412.29,3381.70,3398.70,0
2026-07-01,3392.46,3412.85,3382.26,3399.26,0
2026-07-02,3401.90,3422.36,3391.68,3408.72,0
2026-07-03,3411.25,3431.76,3401.00,3418.09,0
2026-07-06,3420.46,3441.03,3410.18,3427.32,0
2026-07-07,3429.47,3450.09,3419.17,3436.35,0
2026-07-08,3438.25,3458.92,3427.91,3445.14,0
2026-07-09,3446.73,3467.46,3436.37,3453.64,0
2026-07-10,3454.90,3475.67,3444.51,3461.82,0
2026-07-13,3462.70,3483.52,3452.29,3469.64,0
2026-07-14,3470.12,3490.98,3459.69,3477.07,0
2026-07-15,3477.12,3498.02,3466.67,3484.09,0
2026-07-16,3474.50,3495.39,3464.06,3481.47,0
2026-07-17,3480.60,3501.53,3470.14,3487.58,0
2026-07-20,3486.24,3507.20,3475.76,3493.23,0
2026-07-21,3491.42,3512.42,3480.93,3498.42,0
2026-07-22,3496.15,3517.17,3485.64,3503.16,0
2026-07-23,3500.43,3521.47,3489.90,3507.44,0
2026-07-24,3504.27,3525.34,3493.73,3511.29,0
2026-07-27,3507.70,3528.78,3497.15,3514.73,0
2026-07-28,3510.74,3531.84,3500.18,3517.77,0
2026-07-29,3513.42,3534.54,3502.86,3520.46,0
2026-07-30,3515.77,3536.91,3505.20,3522.82,0
2026-07-31,3508.56,3529.65,3498.01,3515.59,0
2026-08-03,3510.37,3531.48,3499.82,3517.41,0
2026-08-04,3511.99,3533.10,3501.43,3519.03,0
2026-08-05,3513.44,3534.57,3502.88,3520.48,0
2026-08-06,3514.79,3535.92,3504.22,3521.83,0
2026-08-07,3516.07,3537.21,3505.50,3523.11,0
