Date,Open,High,Low,Close,Volume
2025-02-18,83.73,84.24,83.48,83.90,0
2025-02-19,83.71,84.22,83.46,83.88,0
2025-02-20,83.70,84.20,83.44,83.86,0
2025-02-21,83.68,84.19,83.43,83.85,0
2025-02-24,83.57,84.07,83.32,83.74,0
2025-02-25,83.57,84.07,83.32,83.73,0
2025-02-26,83.57,84.07,83.32,83.74,0
2025-02-27,83.58,84.08,83.33,83.75,0
2025-02-28,83.59,84.09,83.34,83.76,0
2025-03-03,83.61,84.11,83.35,83.77,0
2025-03-04,83.62,84.13,83.37,83.79,0
2025-03-05,83.65,84.15,83.40,83.81,0
2025-03-06,83.67,84.17,83.42,83.84,0
2025-03-07,83.70,84.20,83.44,83.86,0
2025-03-10,83.72,84.23,83.47,83.89,0
2025-03-11,83.64,84.14,83.39,83.81,0
2025-03-12,83.67,84.17,83.42,83.84,0
2025-03-13,83.69,84.20,83.44,83.86,0
2025-03-14,83.72,84.22,83.47,83.89,0
2025-03-17,83.75,84.25,83.49,83.91,0
2025-03-18,83.77,84.27,83.52,83.94,0
2025-03-19,83.79,84.29,83.54,83.96,0
2025-03-20,83.81,84.31,83.55,83.97,0
2025-03-21,83.82,84.32,83.57,83.99,0
2025-03-24,83.83,84.33,83.58,84.00,0
2025-03-25,83.84,84.34,83.58,84.00,0
2025-03-26,83.73,84.23,83.48,83.90,0
2025-03-27,83.73,84.23,83.47,83.89,0
2025-03-28,83.72,84.22,83.47,83.89,0
2025-03-31,83.71,84.21,83.46,83.88,0
2025-04-01,83.69,84.20,83.44,83.86,0
2025-04-02,83.68,84.18,83.42,83.84,0
2025-04-03,83.65,84.16,83.40,83.82,0
2025-04-04,83.63,84.13,83.38,83.79,0
2025-04-07,83.60,84.10,83.35,83.76,0
2025-04-08,83.56,84.07,83.31,83.73,0
2025-04-09,83.53,84.03,83.28,83.70,0
2025-04-10,83.38,83.88,83.13,83.55,0
2025-04-11,83.34,83.84,83.09,83.51,0
2025-04-14,83.30,83.80,83.05,83.47,0
2025-04-15,83.26,83.76,83.01,83.43,0
2025-04-16,83.22,83.72,82.97,83.38,0
2025-04-17,83.18,83.68,82.93,83.34,0
2025-04-18,83.14,83.64,82.89,83.30,0
2025-04-21,83.10,83.60,82.85,83.27,0
2025-04-22,83.07,83.57,82.82,83.23,0
2025-04-23,83.03,83.53,82.78,83.20,0
2025-04-24,83.01,83.51,82.76,83.17,0
2025-04-25,82.87,83.37,82.62,83.04,0
2025-04-28,82.85,83.35,82.60,83.02,0
2025-04-29,82.84,83.34,82.59,83.00,0
2025-04-30,82.83,83.33,82.58,83.00,0
2025-05-01,82.83,83.33,82.58,82.99,0
2025-05-02,82.83,83.33,82.58,83.00,0
2025-05-05,82.84,83.34,82.59,83.01,0
2025-05-06,82.86,83.36,82.61,83.02,0
2025-05-07,82.88,83.38,82.63,83.05,0
2025-05-08,82.91,83.41,82.66,83.08,0
2025-05-09,82.95,83.45,82.70,83.11,0
2025-05-12,82.88,83.38,82.63,83.05,0
2025-05-13,82.93,83.43,82.68,83.10,0
2025-05-14,82.99,83.49,82.74,83.15,0
2025-05-15,83.05,83.55,82.80,83.21,0
2025-05-16,83.12,83.62,82.87,83.28,0
2025-05-19,83.19,83.69,82.94,83.36,0
2025-05-20,83.27,83.77,83.02,83.43,0
2025-05-21,83.35,83.85,83.10,83.51,0
2025-05-22,83.43,83.93,83.18,83.60,0
2025-05-23,83.52,84.02,83.27,83.69,0
2025-05-26,83.61,84.11,83.36,83.78,0
2025-05-27,83.59,84.10,83.34,83.76,0
2025-05-28,83.69,84.19,83.44,83.85,0
2025-05-29,83.78,84.28,83.53,83.95,0
2025-05-30,83.87,84.38,83.62,84.04,0
2025-06-02,83.97,84.47,83.71,84.13,0
2025-06-03,84.06,84.56,83.80,84.23,0
2025-06-04,84.15,84.65,83.89,84.31,0
2025-06-05,84.23,84.74,83.98,84.40,0
2025-06-06,84.31,84.82,84.06,84.48,0
2025-06-09,84.39,84.90,84.14,84.56,0
2025-06-10,84.47,84.97,84.21,84.64,0
2025-06-11,84.42,84.93,84.17,84.59,0
2025-06-12,84.49,85.00,84.23,84.66,0
2025-06-13,84.55,85.05,84.29,84.72,0
2025-06-16,84.60,85.11,84.34,84.77,0
2025-06-17,84.65,85.15,84.39,84.81,0
2025-06-18,84.69,85.19,84.43,84.86,0
2025-06-19,84.72,85.23,84.47,84.89,0
2025-06-20,84.75,85.26,84.49,84.92,0
2025-06-23,84.77,85.28,84.52,84.94,0
2025-06-24,84.79,85.30,84.53,84.96,0
2025-06-25,84.80,85.31,84.54,84.97,0
2025-06-26,84.69,85.20,84.44,84.86,0
2025-06-27,84.69,85.20,84.44,84.86,0
2025-06-30,84.69,85.20,84.43,84.86,0
2025-07-01,84.68,85.19,84.43,84.85,0
2025-07-02,84.67,85.18,84.42,84.84,0
2025-07-03,84.66,85.17,84.40,84.83,0
2025-07-04,84.64,85.15,84.39,84.81,0
2025-07-07,84.62,85.13,84.37,84.79,0
2025-07-08,84.60,85.11,84.35,84.77,0
2025-07-09,84.58,85.09,84.33,84.75,0
2025-07-10,84.56,85.07,84.31,84.73,0
2025-07-11,84.43,84.94,84.18,84.60,0
2025-07-14,84.41,84.92,84.16,84.58,0
2025-07-15,84.40,84.90,84.14,84.57,0
2025-07-16,84.38,84.89,84.13,84.55,0
2025-07-17,84.37,84.88,84.12,84.54,0
2025-07-18,84.36,84.87,84.11,84.53,0
2025-07-21,84.35,84.86,84.10,84.52,0
2025-07-22,84.35,84.86,84.10,84.52,0
2025-07-23,84.35,84.86,84.10,84.52,0
2025-07-24,84.36,84.87,84.11,84.53,0
2025-07-25,84.37,84.88,84.11,84.54,0
2025-07-28,84.27,84.78,84.02,84.44,0
2025-07-29,84.29,84.79,84.03,84.46,0
2025-07-30,84.31,84.82,84.06,84.48,0
2025-07-31,84.33,84.84,84.08,84.50,0
2025-08-01,84.36,84.87,84.11,84.53,0
2025-08-04,84.39,84.90,84.14,84.56,0
2025-08-05,84.43,84.94,84.18,84.60,0
2025-08-06,84.47,84.97,84.21,84.64,0
2025-08-07,84.51,85.01,84.25,84.68,0
2025-08-08,84.55,85.06,84.29,84.72,0
2025-08-11,84.59,85.10,84.34,84.76,0
2025-08-12,84.52,85.03,84.27,84.69,0
2025-08-13,84.57,85.07,84.31,84.73,0
2025-08-14,84.61,85.12,84.35,84.78,0
2025-08-15,84.65,85.16,84.40,84.82,0
2025-08-18,84.69,85.20,84.44,84.86,0
2025-08-19,84.73,85.24,84.47,84.90,0
2025-08-20,84.76,85.27,84.51,84.93,0
2025-08-21,84.79,85.30,84.54,84.96,0
2025-08-22,84.82,85.33,84.57,84.99,0
2025-08-25,84.84,85.35,84.59,85.01,0
2025-08-26,84.86,85.37,84.61,85.03,0
2025-08-27,84.76,85.27,84.51,84.93,0
2025-08-28,84.77,85.28,84.52,84.94,0
2025-08-29,84.77,85.28,84.52,84.94,0
2025-09-01,84.77,85.28,84.51,84.94,0
2025-09-02,84.76,85.27,84.50,84.93,0
2025-09-03,84.74,85.25,84.48,84.91,0
2025-09-04,84.72,85.23,84.46,84.89,0
2025-09-05,84.69,85.20,84.43,84.86,0
2025-09-08,84.65,85.16,84.40,84.82,0
2025-09-09,84.61,85.12,84.36,84.78,0
2025-09-10,84.56,85.07,84.31,84.73,0
2025-09-11,84.40,84.91,84.15,84.57,0
2025-09-12,84.34,84.85,84.09,84.51,0
2025-09-15,84.28,84.79,84.03,84.45,0
2025-09-16,84.22,84.72,83.96,84.39,0
2025-09-17,84.15,84.65,83.90,84.32,0
2025-09-18,84.08,84.58,83.83,84.25,0
2025-09-19,84.01,84.51,83.75,84.17,0
2025-09-22,83.93,84.44,83.68,84.10,0
2025-09-23,83.86,84.36,83.60,84.02,0
2025-09-24,83.78,84.29,83.53,83.95,0
2025-09-25,83.71,84.21,83.46,83.88,0
2025-09-26,83.53,84.03,83.27,83.69,0
2025-09-29,83.45,83.96,83.20,83.62,0
2025-09-30,83.39,83.89,83.14,83.55,0
2025-10-01,83.32,83.82,83.07,83.49,0
2025-10-02,83.26,83.76,83.01,83.43,0
2025-10-03,83.21,83.71,82.96,83.37,0
2025-10-06,83.16,83.66,82.91,83.32,0
2025-10-07,83.11,83.61,82.86,83.28,0
2025-10-08,83.07,83.57,82.82,83.24,0
2025-10-09,83.04,83.53,82.79,83.20,0
2025-10-10,83.01,83.51,82.76,83.17,0
2025-10-13,82.88,83.37,82.63,83.04,0
2025-10-14,82.86,83.36,82.61,83.03,0
2025-10-15,82.85,83.35,82.61,83.02,0
2025-10-16,82.85,83.35,82.60,83.02,0
2025-10-17,82.86,83.36,82.61,83.02,0
2025-10-20,82.87,83.37,82.62,83.04,0
2025-10-21,82.89,83.39,82.64,83.05,0
2025-10-22,82.91,83.41,82.66,83.08,0
2025-10-23,82.94,83.44,82.69,83.11,0
2025-10-24,82.98,83.47,82.73,83.14,0
2025-10-27,83.01,83.51,82.77,83.18,0
2025-10-28,82.95,83.45,82.70,83.11,0
2025-10-29,83.00,83.50,82.75,83.16,0
2025-10-30,83.05,83.55,82.80,83.21,0
2025-10-31,83.10,83.60,82.85,83.27,0
2025-11-03,83.16,83.65,82.91,83.32,0
2025-11-04,83.21,83.71,82.96,83.38,0
2025-11-05,83.27,83.77,83.02,83.44,0
2025-11-06,83.33,83.83,83.08,83.49,0
2025-11-07,83.38,83.89,83.13,83.55,0
2025-11-10,83.44,83.94,83.19,83.61,0
2025-11-11,83.50,84.00,83.24,83.66,0
2025-11-12,83.44,83.94,83.19,83.61,0
2025-11-13,83.49,83.99,83.24,83.66,0
2025-11-14,83.54,84.04,83.29,83.70,0
2025-11-17,83.58,84.08,83.33,83.75,0
2025-11-18,83.62,84.12,83.37,83.79,0
2025-11-19,83.66,84.16,83.41,83.83,0
2025-11-20,83.69,84.19,83.44,83.86,0
2025-11-21,83.72,84.22,83.47,83.89,0
2025-11-24,83.75,84.25,83.49,83.91,0
2025-11-25,83.77,84.27,83.51,83.93,0
2025-11-26,83.78,84.29,83.53,83.95,0
2025-11-27,83.68,84.19,83.43,83.85,0
2025-11-28,83.69,84.19,83.44,83.86,0
2025-12-01,83.70,84.20,83.44,83.86,0
2025-12-02,83.70,84.20,83.45,83.87,0
2025-12-03,83.70,84.20,83.44,83.86,0
2025-12-04,83.69,84.20,83.44,83.86,0
2025-12-05,83.69,84.19,83.43,83.85,0
2025-12-08,83.68,84.18,83.43,83.85,0
2025-12-09,83.67,84.17,83.42,83.84,0
2025-12-10,83.66,84.16,83.41,83.83,0
2025-12-11,83.65,84.16,83.40,83.82,0
2025-12-12,83.53,84.04,83.28,83.70,0
2025-12-15,83.53,84.03,83.28,83.69,0
2025-12-16,83.52,84.02,83.27,83.69,0
2025-12-17,83.52,84.02,83.27,83.69,0
2025-12-18,83.52,84.02,83.27,83.68,0
2025-12-19,83.52,84.02,83.27,83.69,0
2025-12-22,83.53,84.03,83.28,83.69,0
2025-12-23,83.54,84.04,83.29,83.71,0
2025-12-24,83.55,84.06,83.30,83.72,0
2025-12-25,83.57,84.08,83.32,83.74,0
2025-12-26,83.60,84.10,83.35,83.76,0
2025-12-29,83.52,84.02,83.27,83.68,0
2025-12-30,83.55,84.05,83.30,83.72,0
2025-12-31,83.59,84.10,83.34,83.76,0
2026-01-01,83.64,84.14,83.39,83.81,0
2026-01-02,83.69,84.19,83.44,83.86,0
2026-01-05,83.75,84.25,83.50,83.92,0
2026-01-06,83.81,84.31,83.56,83.98,0
2026-01-07,83.87,84.38,83.62,84.04,0
2026-01-08,83.95,84.45,83.69,84.11,0
2026-01-09,84.02,84.52,83.77,84.19,0
2026-01-12,84.10,84.60,83.84,84.27,0
2026-01-13,84.07,84.57,83.81,84.24,0
2026-01-14,84.15,84.66,83.90,84.32,0
2026-01-15,84.24,84.74,83.98,84.40,0
2026-01-16,84.32,84.83,84.07,84.49,0
2026-01-19,84.41,84.92,84.16,84.58,0
2026-01-20,84.50,85.00,84.24,84.67,0
2026-01-21,84.58,85.09,84.33,84.75,0
2026-01-22,84.67,85.18,84.41,84.84,0
2026-01-23,84.75,85.26,84.49,84.92,0
2026-01-26,84.83,85.34,84.57,85.00,0
2026-01-27,84.91,85.42,84.65,85.08,0
2026-01-28,84.87,85.38,84.61,85.04,0
2026-01-29,84.93,85.45,84.68,85.10,0
2026-01-30,85.00,85.51,84.74,85.17,0
2026-02-02,85.05,85.57,84.80,85.23,0
2026-02-03,85.11,85.62,84.85,85.28,0
2026-02-04,85.15,85.66,84.89,85.32,0
2026-02-05,85.19,85.70,84.93,85.36,0
2026-02-06,85.22,85.73,84.96,85.39,0
2026-02-09,85.24,85.76,84.99,85.42,0
2026-02-10,85.26,85.77,85.00,85.43,0
2026-02-11,85.27,85.78,85.01,85.44,0
2026-02-12,85.16,85.67,84.91,85.33,0
2026-02-13,85.16,85.67,84.90,85.33,0
2026-02-16,85.15,85.66,84.89,85.32,0
2026-02-17,85.13,85.64,84.87,85.30,0
2026-02-18,85.10,85.62,84.85,85.27,0
2026-02-19,85.07,85.59,84.82,85.24,0
2026-02-20,85.04,85.55,84.78,85.21,0
2026-02-23,85.00,85.51,84.74,85.17,0
2026-02-24,84.95,85.47,84.70,85.12,0
2026-02-25,84.91,85.42,84.65,85.08,0
2026-02-26,84.86,85.37,84.60,85.03,0
2026-02-27,84.69,85.20,84.44,84.86,0
2026-03-02,84.63,85.14,84.38,84.80,0
2026-03-03,84.58,85.09,84.32,84.75,0
2026-03-04,84.52,85.03,84.27,84.69,0
2026-03-05,84.46,84.97,84.21,84.63,0
2026-03-06,84.41,84.92,84.16,84.58,0
2026-03-09,84.35,84.86,84.10,84.52,0
2026-03-10,84.30,84.81,84.05,84.47,0
2026-03-11,84.25,84.76,84.00,84.42,0
2026-03-12,84.20,84.71,83.95,84.37,0
2026-03-13,84.16,84.67,83.91,84.33,0
2026-03-16,84.01,84.52,83.76,84.18,0
2026-03-17,83.97,84.48,83.72,84.14,0
2026-03-18,83.94,84.45,83.69,84.11,0
2026-03-19,83.92,84.42,83.66,84.09,0
2026-03-20,83.90,84.40,83.64,84.06,0
2026-03-23,83.88,84.38,83.63,84.05,0
2026-03-24,83.87,84.37,83.61,84.03,0
2026-03-25,83.86,84.36,83.61,84.03,0
2026-03-26,83.86,84.36,83.60,84.02,0
2026-03-27,83.86,84.36,83.61,84.03,0
2026-03-30,83.86,84.37,83.61,84.03,0
2026-03-31,83.76,84.27,83.51,83.93,0
2026-04-01,83.78,84.28,83.52,83.94,0
2026-04-02,83.79,84.30,83.54,83.96,0
2026-04-03,83.81,84.32,83.56,83.98,0
2026-04-06,83.83,84.34,83.58,84.00,0
2026-04-07,83.86,84.36,83.61,84.03,0
2026-04-08,83.88,84.39,83.63,84.05,0
2026-04-09,83.91,84.41,83.66,84.08,0
2026-04-10,83.93,84.44,83.68,84.10,0
2026-04-13,83.96,84.46,83.71,84.13,0
2026-04-14,83.98,84.49,83.73,84.15,0
2026-04-15,83.89,84.40,83.64,84.06,0
2026-04-16,83.91,84.42,83.66,84.08,0
2026-04-17,83.93,84.44,83.68,84.10,0
2026-04-20,83.95,84.45,83.69,84.11,0
2026-04-21,83.96,84.46,83.70,84.13,0
2026-04-22,83.96,84.47,83.71,84.13,0
2026-04-23,83.97,84.47,83.72,84.14,0
2026-04-24,83.97,84.47,83.72,84.14,0
2026-04-27,83.96,84.47,83.71,84.13,0
2026-04-28,83.95,84.46,83.70,84.12,0
2026-04-29,83.94,84.44,83.69,84.11,0
2026-04-30,83.81,84.31,83.56,83.98,0
2026-05-01,83.79,84.29,83.53,83.95,0
2026-05-04,83.76,84.26,83.51,83.93,0
2026-05-05,83.73,84.23,83.47,83.89,0
2026-05-06,83.69,84.19,83.44,83.86,0
2026-05-07,83.65,84.15,83.40,83.82,0
2026-05-08,83.61,84.11,83.36,83.78,0
2026-05-11,83.56,84.07,83.31,83.73,0
2026-05-12,83.52,84.02,83.27,83.68,0
2026-05-13,83.47,83.97,83.22,83.64,0
2026-05-14,83.42,83.92,83.17,83.58,0
2026-05-15,83.26,83.76,83.01,83.42,0
2026-05-18,83.21,83.71,82.96,83.37,0
2026-05-19,83.16,83.66,82.91,83.32,0
2026-05-20,83.11,83.61,82.86,83.28,0
2026-05-21,83.06,83.56,82.81,83.23,0
2026-05-22,83.02,83.52,82.77,83.19,0
2026-05-25,82.98,83.48,82.73,83.15,0
2026-05-26,82.94,83.44,82.69,83.11,0
2026-05-27,82.91,83.41,82.66,83.08,0
2026-05-28,82.88,83.38,82.63,83.05,0
2026-05-29,82.86,83.36,82.61,83.03,0
2026-06-01,82.73,83.23,82.49,82.90,0
2026-06-02,82.72,83.22,82.48,82.89,0
2026-06-03,82.72,83.22,82.47,82.89,0
2026-06-04,82.72,83.22,82.47,82.89,0
2026-06-05,82.73,83.23,82.48,82.90,0
2026-06-08,82.75,83.25,82.50,82.91,0
2026-06-09,82.77,83.27,82.52,82.94,0
2026-06-10,82.80,83.30,82.55,82.97,0
2026-06-11,82.84,83.34,82.59,83.01,0
2026-06-12,82.88,83.38,82.63,83.05,0
2026-06-15,82.93,83.43,82.68,83.10,0
2026-06-16,82.88,83.38,82.63,83.05,0
2026-06-17,82.94,83.44,82.69,83.11,0
2026-06-18,83.01,83.51,82.76,83.18,0
2026-06-19,83.08,83.58,82.83,83.25,0
2026-06-22,83.16,83.66,82.91,83.32,0
2026-06-23,83.24,83.74,82.99,83.40,0
2026-06-24,83.32,83.82,83.07,83.49,0
2026-06-25,83.41,83.91,83.16,83.57,0
2026-06-26,83.49,84.00,83.24,83.66,0
2026-06-29,83.58,84.09,83.33,83.75,0
2026-06-30,83.67,84.18,83.42,83.84,0
2026-07-01,83.65,84.16,83.40,83.82,0
2026-07-02,83.74,84.25,83.49,83.91,0
2026-07-03,83.83,84.33,83.58,84.00,0
2026-07-06,83.91,84.42,83.66,84.08,0
2026-07-07,84.00,84.50,83.75,84.17,0
2026-07-08,84.08,84.58,83.82,84.25,0
2026-07-09,84.15,84.66,83.90,84.32,0
2026-07-10,84.23,84.73,83.97,84.39,0
2026-07-13,84.29,84.80,84.04,84.46,0
2026-07-14,84.36,84.86,84.10,84.52,0
2026-07-15,84.41,84.92,84.16,84.58,0
2026-07-16,84.35,84.86,84.10,84.52,0
2026-07-17,84.40,84.91,84.15,84.57,0
2026-07-20,84.44,84.95,84.19,84.61,0
2026-07-21,84.47,84.98,84.22,84.64,0
2026-07-22,84.50,85.01,84.25,84.67,0
2026-07-23,84.53,85.04,84.27,84.70,0
2026-07-24,84.55,85.05,84.29,84.72,0
2026-07-27,84.56,85.07,84.31,84.73,0
2026-07-28,84.57,85.08,84.31,84.74,0
2026-07-29,84.57,85.08,84.32,84.74,0
2026-07-30,84.57,85.08,84.32,84.74,0
2026-07-31,84.46,84.97,84.20,84.63,0
2026-08-03,84.45,84.96,84.20,84.62,0
2026-08-04,84.44,84.95,84.19,84.61,0
2026-08-05,84.43,84.94,84.18,84.60,0
2026-08-06,84.42,84.93,84.17,84.59,0
2026-08-07,84.41,84.92,84.16,84.58,0
